sensorActive_sp1_m1_s1_r1  |                root  |SVT Sensor Active Zone 1, Module 1, Sector 1, Region 1  |                -0.0000*cm  -6.5292*cm -16.4848*cm  |ordered: zyx  -180.0000*deg   -0.0000*deg    0.0000*deg  | 0000ff   |                 Box  |                     2.0016*cm      0.0160*cm      5.4978*cm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                 bst  |                 bst  |                                      no 
sensorActive_sp2_m1_s4_r2  |                root  |SVT Sensor Active Zone 2, Module 1, Sector 4, Region 2  |                -9.0565*cm  -2.0671*cm  -1.3666*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | 0000ff   |                 Box  |                     2.0016*cm      0.0160*cm      5.4978*cm  |               G4_Si  |                  no  |     2   |     1   |     1   |   1   |   1   |                 bst  |                 bst  |                                      no 
deadZoneLen1_sp2_m1_s4_r2  |                root  |SVT Sensor Dead Zone 1 Along Length of Physical Sensor 2, Module 1, Sector 4, Region 2  |                -8.6001*cm  -4.0665*cm  -1.3666*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     0.0492*cm      0.0160*cm      5.5813*cm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneLen2_sp2_m1_s4_r2  |                root  |SVT Sensor Dead Zone 2 Along Length of Physical Sensor 2, Module 1, Sector 4, Region 2  |                -9.5128*cm  -0.0677*cm  -1.3666*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     0.0492*cm      0.0160*cm      5.5813*cm  |               G4_Si  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneWid3_sp2_m1_s4_r2  |                root  |SVT Sensor Dead Zone 3 Along Width of Physical Sensor 2, Module 1, Sector 4, Region 2  |                -9.0565*cm  -2.0671*cm  -6.9061*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     2.0016*cm      0.0160*cm      0.0418*cm  |               G4_Si  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneWid4_sp2_m1_s4_r2  |                root  |SVT Sensor Dead Zone 4 Along Width of Physical Sensor 2, Module 1, Sector 4, Region 2  |                -9.0565*cm  -2.0671*cm   4.1729*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     2.0016*cm      0.0160*cm      0.0418*cm  |               G4_Si  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
sensorActive_sp3_m1_s4_r2  |                root  |SVT Sensor Active Zone 3, Module 1, Sector 4, Region 2  |                -9.0565*cm  -2.0671*cm   9.8071*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | 0000ff   |                 Box  |                     2.0016*cm      0.0160*cm      5.4978*cm  |               G4_Si  |                  no  |     3   |     1   |     1   |   1   |   1   |                 bst  |                 bst  |                                      no 
deadZoneLen1_sp3_m1_s4_r2  |                root  |SVT Sensor Dead Zone 1 Along Length of Physical Sensor 3, Module 1, Sector 4, Region 2  |                -8.6001*cm  -4.0665*cm   9.8071*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     0.0492*cm      0.0160*cm      5.5813*cm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneLen2_sp3_m1_s4_r2  |                root  |SVT Sensor Dead Zone 2 Along Length of Physical Sensor 3, Module 1, Sector 4, Region 2  |                -9.5128*cm  -0.0677*cm   9.8071*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     0.0492*cm      0.0160*cm      5.5813*cm  |               G4_Si  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneWid3_sp3_m1_s4_r2  |                root  |SVT Sensor Dead Zone 3 Along Width of Physical Sensor 3, Module 1, Sector 4, Region 2  |                -9.0565*cm  -2.0671*cm   4.2676*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     2.0016*cm      0.0160*cm      0.0418*cm  |               G4_Si  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneWid4_sp3_m1_s4_r2  |                root  |SVT Sensor Dead Zone 4 Along Width of Physical Sensor 3, Module 1, Sector 4, Region 2  |                -9.0565*cm  -2.0671*cm  15.3466*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     2.0016*cm      0.0160*cm      0.0418*cm  |               G4_Si  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
sensorActive_sp1_m2_s4_r2  |                root  |SVT Sensor Active Zone 1, Module 2, Sector 4, Region 2  |                -9.3960*cm  -2.1446*cm -12.5403*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | 0000ff   |                 Box  |                     2.0016*cm      0.0160*cm      5.4978*cm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                 bst  |                 bst  |                                      no 
deadZoneLen1_sp1_m2_s4_r2  |                root  |SVT Sensor Dead Zone 1 Along Length of Physical Sensor 1, Module 2, Sector 4, Region 2  |                -8.9396*cm  -4.1439*cm -12.5403*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     0.0492*cm      0.0160*cm      5.5813*cm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneLen2_sp1_m2_s4_r2  |                root  |SVT Sensor Dead Zone 2 Along Length of Physical Sensor 1, Module 2, Sector 4, Region 2  |                -9.8523*cm  -0.1452*cm -12.5403*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     0.0492*cm      0.0160*cm      5.5813*cm  |               G4_Si  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneWid3_sp1_m2_s4_r2  |                root  |SVT Sensor Dead Zone 3 Along Width of Physical Sensor 1, Module 2, Sector 4, Region 2  |                -9.3960*cm  -2.1446*cm -18.0798*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     2.0016*cm      0.0160*cm      0.0418*cm  |               G4_Si  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneWid4_sp1_m2_s4_r2  |                root  |SVT Sensor Dead Zone 4 Along Width of Physical Sensor 1, Module 2, Sector 4, Region 2  |                -9.3960*cm  -2.1446*cm  -7.0008*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     2.0016*cm      0.0160*cm      0.0418*cm  |               G4_Si  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
sensorActive_sp2_m2_s4_r2  |                root  |SVT Sensor Active Zone 2, Module 2, Sector 4, Region 2  |                -9.3960*cm  -2.1446*cm  -1.3666*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | 0000ff   |                 Box  |                     2.0016*cm      0.0160*cm      5.4978*cm  |               G4_Si  |                  no  |     2   |     1   |     1   |   1   |   1   |                 bst  |                 bst  |                                      no 
deadZoneLen1_sp2_m2_s4_r2  |                root  |SVT Sensor Dead Zone 1 Along Length of Physical Sensor 2, Module 2, Sector 4, Region 2  |                -8.9396*cm  -4.1439*cm  -1.3666*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     0.0492*cm      0.0160*cm      5.5813*cm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneLen2_sp2_m2_s4_r2  |                root  |SVT Sensor Dead Zone 2 Along Length of Physical Sensor 2, Module 2, Sector 4, Region 2  |                -9.8523*cm  -0.1452*cm  -1.3666*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     0.0492*cm      0.0160*cm      5.5813*cm  |               G4_Si  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneWid3_sp2_m2_s4_r2  |                root  |SVT Sensor Dead Zone 3 Along Width of Physical Sensor 2, Module 2, Sector 4, Region 2  |                -9.3960*cm  -2.1446*cm  -6.9061*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     2.0016*cm      0.0160*cm      0.0418*cm  |               G4_Si  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneWid4_sp2_m2_s4_r2  |                root  |SVT Sensor Dead Zone 4 Along Width of Physical Sensor 2, Module 2, Sector 4, Region 2  |                -9.3960*cm  -2.1446*cm   4.1729*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     2.0016*cm      0.0160*cm      0.0418*cm  |               G4_Si  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
sensorActive_sp3_m2_s4_r2  |                root  |SVT Sensor Active Zone 3, Module 2, Sector 4, Region 2  |                -9.3960*cm  -2.1446*cm   9.8071*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | 0000ff   |                 Box  |                     2.0016*cm      0.0160*cm      5.4978*cm  |               G4_Si  |                  no  |     3   |     1   |     1   |   1   |   1   |                 bst  |                 bst  |                                      no 
deadZoneLen1_sp3_m2_s4_r2  |                root  |SVT Sensor Dead Zone 1 Along Length of Physical Sensor 3, Module 2, Sector 4, Region 2  |                -8.9396*cm  -4.1439*cm   9.8071*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     0.0492*cm      0.0160*cm      5.5813*cm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneLen2_sp3_m2_s4_r2  |                root  |SVT Sensor Dead Zone 2 Along Length of Physical Sensor 3, Module 2, Sector 4, Region 2  |                -9.8523*cm  -0.1452*cm   9.8071*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     0.0492*cm      0.0160*cm      5.5813*cm  |               G4_Si  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneWid3_sp3_m2_s4_r2  |                root  |SVT Sensor Dead Zone 3 Along Width of Physical Sensor 3, Module 2, Sector 4, Region 2  |                -9.3960*cm  -2.1446*cm   4.2676*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     2.0016*cm      0.0160*cm      0.0418*cm  |               G4_Si  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
deadZoneWid4_sp3_m2_s4_r2  |                root  |SVT Sensor Dead Zone 4 Along Width of Physical Sensor 3, Module 2, Sector 4, Region 2  |                -9.3960*cm  -2.1446*cm  15.3466*cm  |ordered: zyx  -102.8571*deg   -0.0000*deg    0.0000*deg  | cccccc   |                 Box  |                     2.0016*cm      0.0160*cm      0.0418*cm  |               G4_Si  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
sensorActive_sp1_m1_s5_r2  |                root  |SVT Sensor Active Zone 1, Module 1, Sector 5, Region 2  |                -9.0565*cm   2.0671*cm -12.5403*cm  |ordered: zyx  -77.1429*deg   -0.0000*deg    0.0000*deg  | 0000ff   |                 Box  |                     2.0016*cm      0.0160*cm      5.4978*cm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                 bst  |                 bst  |                                      no 
